aac6iia	sisomicin
aac6iia	tobramycin
aac6iib	dibekacin
aac6iib	gentamicin
aac6iib	netilmicin
aac6iib	sisomicin
aac6iib	tobramycin
aac6i	isepamicin
aac6i	netilmicin
aac6i	sisomicin
aac6i	tobramycin
aad9ib	spectomycin
aad9ib	streptomycin
aad9	spectomycin
aad9	streptomycin
aadd	kanamycin
aadd	tobramycin
acra	acriflavin
acra	aminoglycoside
acra	beta_lactam
acra	glycylcycline
acra	macrolide
acrb	acriflavin
acrb	aminoglycoside
acrb	beta_lactam
acrb	glycylcycline
acrb	macrolide
adea	aminoglycoside
adea	fluoramphenicol
adeb	aminoglycoside
adeb	chloramphenicol
adec	aminoglycoside
adec	chloramphenicol
amra	acriflavine
amra	aminoglycoside
amra	macrolide
amrb	acriflavine
amrb	aminoglycoside
amrb	macrolide
ant2ia	dibekacin
ant2ia	gentamicin
ant2ia	kanamycin
ant2ia	sisomicin
ant2ia	tobramycin
ant2ib	dibekacin
ant2ib	gentamicin
ant2ib	kanamycin
ant2ib	sisomicin
ant2ib	tobramycin
ant3ia	spectinomycin
ant3ia	streptomycin
ant4iia	amikacin
ant4iia	isepamicin
ant4iia	tobramycin
ant6ia	streptomycin
ant9ia	spectinomycin
aph33ia	streptomycin
aph33ib	streptomycin
aph3ia	gentamincin_b
aph3ia	kanamycin
aph3ia	lividomycin
aph3ia	neomycin
aph3ia	paromomycin
aph3ia	ribostamycin
aph3ib	gentamincin_b
aph3ib	kanamycin
aph3ib	lividomycin
aph3ib	neomycin
aph3ib	paromomycin
aph3ib	ribostamycin
aph3ic	gentamincin_b
aph3ic	kanamycin
aph3ic	lividomycin
aph3ic	neomycin
aph3ic	paromomycin
aph3ic	ribostamycin
aph3iia	butirosin
aph3iia	gentamincin_b
aph3iia	kanamycin
aph3iia	neomycin
aph3iia	paromomycin
aph3iia	ribostamycin
aph3iiia	amikacin
aph3iiia	butirosin
aph3iiia	gentamincin_b
aph3iiia	isepamicin
aph3iiia	kanamycin
aph3iiia	lividomycin
aph3iiia	neomycin
aph3iiia	paromomycin
aph3iiia	ribostamycin
aph3iva	butirosin
aph3iva	kanamycin
aph3iva	neomycin
aph3iva	paromomycin
aph3iva	ribostamycin
aph3va	neomycin
aph3va	paromomycin
aph3va	ribostamycin
aph3vb	neomycin
aph3vb	paromomycin
aph3vb	ribostamycin
aph3via	amikacin
aph3via	butirosin
aph3via	gentamicin_b
aph3via	isepamicin
aph3via	kanamycin
aph3via	neomycin
aph3via	paromomycin
aph3via	ribostamycin
aph3viia	kanamycin
aph3viia	neomycin
aph4ia	hygromycin_b
aph4ib	hygromycin_b
aph6ia	streptomycin
aph6ib	streptomycin
aph6ic	streptomycin
aph6id	streptomycin
arna	polymyxin
baca	bacitracin
bcra	bacitracin
bcrc	bacitracin
bl1_acc	cephalosporin
bl1_acc	e_penicillin
bl1_ampc	cephalosproin
bl1_asba	cephalosproin
bl1_ceps	cephalosporin
bl1_cf	cephalosproin
bl1_cmy2	carbapenem
bl1_cmy2	cefoxitin
bl1_cmy2	ceftazidime
bl1_cmy2	ceftriaxone
bl1_cmy2	cephalosporin
bl1_cmy2	cephamycin
bl1_ec	cephalosproin
bl1_fox	cephalosproin
bl1_mox	cephalosproin
bl1_och	cephalosporin
bl1_pao	cephalosproin
bl1_pse	cephalosporin
bl1_sm	cephalosproin
bl2a_1	penicillin
bl2a_exo	penicillin
bl2a_iii2	penicillin
bl2a_iii	penicillin
bl2a_kcc	penicillin
bl2a_nps	penicillin
bl2a_okp	penicillin
bl2a_pc	penicillin
bl2be_ctxm	ceftazidime
bl2be_ctxm	cephalosporin_i
bl2be_ctxm	cephalosporin_ii
bl2be_ctxm	cephalosporin_iii
bl2be_ctxm	monobactam
bl2be_ctxm	penicillin
bl2be_k	e_cephalosproin
bl2be_k	monobactam
bl2be_k	n_cephalosproin
bl2be_k	penicillin
bl2be_men	e_cephalosproin
bl2be_men	monobactam
bl2be_men	n_cephalosproin
bl2be_men	penicillin
bl2be_oxy1	monobactam
bl2be_oxy1	penicillin
bl2be_per	e_cephalosproin
bl2be_per	monobactam
bl2be_per	n_cephalosproin
bl2be_per	penicillin
bl2be_shv2	e_cephalosproin
bl2be_shv2	monobactam
bl2be_shv2	n_cephalosproin
bl2be_shv2	penicillin
bl2b_ohio1	cephalosproin
bl2b_ohio1	penicillin
bl2b_rob	cephalosproin
bl2b_rob	penicillin
bl2b_tem1	cephalosporin_i
bl2b_tem1	cephalosporin_ii
bl2b_tem1	penicillin
bl2b_tem2	cephalosporin_i
bl2b_tem2	cephalosporin_ii
bl2b_tem2	penicillin
bl2b_tem	cephalosporin
bl2b_tem	penicillin
bl2b_tle	cephalosproin
bl2b_tle	penicillin
bl2b_ula	cephalosproin
bl2b_ula	penicillin
bl2c_bro	carbenicillin
bl2c_bro	penicillin
bl2c_pse1	carbenicillin
bl2c_pse1	penicillin
bl2c_pse3	carbenicillin
bl2c_pse3	penicillin
bl2d_lcr1	cloxacillin
bl2d_lcr1	penicillin
bl2d_moxa	cloxacillin
bl2d_moxa	penicillin
bl2d_oxa10	cloxacillin
bl2d_oxa10	penicillin
bl2d_oxa1	cloxacillin
bl2d_oxa1	penicillin
bl2d_oxa2	cloxacillin
bl2d_oxa2	penicillin
bl2d_oxa5	cloxacillin
bl2d_oxa5	penicillin
bl2d_oxa9	cloxacillin
bl2d_oxa9	penicillin
bl2d_r39	cloxacillin
bl2d_r39	penicillin
bl2e_cbla	cephalosproin
bl2e_cepa	cephalosproin
bl2e_cfxa	cephalosproin
bl2e_fpm	cephalosproin
bl2e_y56	cephalosproin
bl2f_nmca	carbapenem
bl2f_nmca	cephalosproin
bl2f_nmca	penicillin
bl2f_sme1	carbapenem
bl2f_sme1	cephalosproin
bl2f_sme1	penicillin
bl2_ges	cephalosporin
bl2_ges	penicillin
bl2_kpc	carbapenem
bl2_kpc	cephalosporin
bl2_kpc	cephamycin
bl2_kpc	penicillin
bl2_len	penicillin
bl2_veb	cephalosporin
bl2_veb	penicillin
bl3_bc	carbapenem
bl3_bc	cephalosproin
bl3_bc	cephamycin
bl3_bc	penicillin
bl3_ccra	carbapenem
bl3_ccra	cephalosproin
bl3_ccra	cephamycin
bl3_ccra	penicillin
bl3_cit	carbapenem
bl3_cit	cephalosporin
bl3_cit	cephamycin
bl3_cit	penicillin
bl3_cpha	carbapenem
bl3_cpha	cephalosporin
bl3_cpha	cephamycin
bl3_cpha	penicillin
bl3_gim	carbapenem
bl3_gim	cephalosporin
bl3_gim	cephamycin
bl3_gim	penicillin
bl3_imp	carbapenem
bl3_imp	cephalosproin
bl3_imp	cephamycin
bl3_imp	penicillin
bl3_l	carbapenem
bl3_l	cephalosproin
bl3_l	cephamycin
bl3_l	penicillin
bl3_shw	carbapenem
bl3_shw	cephalosporin
bl3_shw	cephamycin
bl3_shw	penicillin
bl3_sim	carbapenem
bl3_sim	cephalosporin
bl3_sim	cephamycin
bl3_sim	penicillin
bl3_vim	carbapenem
bl3_vim	cephalosporin
bl3_vim	cephamycin
bl3_vim	penicillin
ble	bleomycin
blt	chloramphenicol
blt	doxorubicin
blt	fluoroquinolone
blt	puromycin
bmr	chloramphenicol
bmr	fluoroquinolone
cara	lincosamide
cara	macrolide
cara	streptogramin_b
cata10	chloramphenicol
cata11	chloramphenicol
cata12	chloramphenicol
cata13	chloramphenicol
cata14	chloramphenicol
cata15	chloramphenicol
cata16	chloramphenicol
cata1	chloramphenicol
cata2	chloramphenicol
cata3	chloramphenicol
cata4	chloramphenicol
cata5	chloramphenicol
cata6	chloramphenicol
cata7	chloramphenicol
cata8	chloramphenicol
cata9	chloramphenicol
catb1	chloramphenicol
catb2	chloramphenicol
catb3	chloramphenicol
catb4	chloramphenicol
catb5	chloramphenicol
ceoa	chloramphenicol
ceob	chloramphenicol
cml_e1	chloramphenicol
cml_e2	chloramphenicol
cml_e3	chloramphenicol
cml_e4	chloramphenicol
cml_e5	chloramphenicol
cml_e6	chloramphenicol
cml_e7	chloramphenicol
cml_e8	chloramphenicol
dfra10	trimethoprim
dfra12	trimethoprim
dfra13	trimethoprim
dfra14	trimethoprim
dfra15	trimethoprim
dfra16	trimethoprim
dfra17	trimethoprim
dfra19	trimethoprim
dfra1	trimethoprim
dfra20	trimethoprim
dfra21	trimethoprim
dfra22	trimethoprim
dfra23	trimethoprim
dfra24	trimethoprim
dfra25	trimethoprim
dfra26	trimethoprim
dfra5	trimethoprim
dfra7	trimethoprim
dfrb1	trimethoprim
dfrb2	trimethoprim
dfrb3	trimethoprim
dfrb6	trimethoprim
emea	fluoroquinolone
emre	aminoglycoside
erea	erythromycin
ereb	erythromycin
erma	lincosamide
erma	macrolide
erma	streptogramin_b
ermb	lincosamide
ermb	macrolide
ermb	streptogramin_b
ermc	lincosamide
ermc	macrolide
ermc	streptogramin_b
ermd	lincosamide
ermd	macrolide
ermd	streptogramin_b
erme	lincosamide
erme	macrolide
erme	streptogramin_b
ermf	lincosamide
ermf	macrolide
ermf	streptogramin_b
ermg	lincosamide
ermg	macrolide
ermg	streptogramin_b
ermh	lincosamide
ermh	macrolide
ermh	streptogramin_b
ermn	lincosamide
ermn	macrolide
ermn	streptogramin_b
ermo	lincosamide
ermo	macrolide
ermo	streptogramin_b
ermq	lincosamide
ermq	macrolide
ermq	streptogramin_b
ermr	lincosamide
ermr	macrolide
ermr	streptogramin_b
erms	lincosamide
erms	macrolide
erms	streptogramin_b
ermt	lincosamide
ermt	macrolide
ermt	streptogramin_b
ermu	lincosamide
ermu	macrolide
ermu	streptogramin_b
ermv	lincosamide
ermv	macrolide
ermv	streptogramin_b
ermw	lincosamide
ermw	macrolide
ermw	streptogramin_b
ermx	lincosamide
ermx	macrolide
ermx	streptogramin_b
ermy	lincosamide
ermy	macrolide
ermy	streptogramin_b
fosa	fosfomycin
fosb	fosfomycin
fosc	fosfomycin
fosx	fosfomycin
fusb	fusaric_acid
fush	fusidic_acid
ksga	kasugamycin
lmra	lincomycin
lmrb	lincomycin
lnua	lincomycin
lnub	lincomycin
lsa	lincosamide
lsa	macrolide
lsa	streptogramin_b
maca	macrolide
macb	macrolide
mdte	doxorubicin
mdte	erythromycin
mdtf	doxorubicin
mdtf	erythromycin
mdtg	deoxycholate
mdtg	fosfomycin
mdth	deoxycholate
mdth	fosfomycin
mdtk	enoxacin
mdtk	norfloxacin
mdtl	chloramphenicol
mdtm	acriflavine
mdtm	chloramphenicol
mdtm	norfloxacin
mdtn	acriflavine
mdtn	puromycin
mdtn	t_chloride
mdto	acriflavine
mdto	puromycin
mdto	t_chloride
mdtp	acriflavine
mdtp	puromycin
mdtp	t_chloride
meca	beta_lactam
mecr1	methicillin
mefa	macrolide
mepa	tigecycline
mexa	aminoglycoside
mexa	beta_lactam
mexa	fluoroquinolone
mexa	tetracycline
mexa	tigecycline
mexb	aminoglycoside
mexb	beta_lactam
mexb	fluoroquinolone
mexb	tetracycline
mexb	tigecycline
mexc	erythromycin
mexc	fluoroquinolone
mexc	glycylcycline
mexc	roxithromycin
mexd	erythromycin
mexd	fluoroquinolone
mexd	glycylcycline
mexd	roxithromycin
mexe	chloramphenicol
mexe	fluoroquinolone
mexf	chloramphenicol
mexf	fluoroquinolone
mexx	aminoglycoside
mexx	glycylcycline
mexy	aminoglycoside
mexy	glycylcycline
mfpa	fluoroquinolone
mpha	macrolide
mphb	macrolide
mphc	macrolide
msra	lincosamide
msra	macrolide
msra	streptogramin_b
norm	ciprofloxacin
norm	kanamycin
norm	norfloxacin
norm	streptomycin
norm	tigecycline
oleb	lincosamide
oleb	macrolide
oleb	streptogramin_b
opcm	chloramphenicol
opra	acriflavine
opra	aminoglycoside
opra	macrolide
oprj	erythromycin
oprj	fluoroquinolone
oprj	glycylcycline
oprj	roxithromycin
oprm	aminoglycoside
oprm	beta_lactam
oprm	fluoroquinolone
oprm	tetracycline
oprm	tigecycline
oprn	chloramphenicol
oprn	fluoroquinolone
otra	tetracycline
otrb	tetracycline
pbp1a	penicillin
pbp1b	penicillin
pbp2b	penicillin
pbp2	penicillin
pbp2x	penicillin
pmra	ciprofloxacin
pmra	norfloxacin
qaca	qa_compound
qacb	qa_compound
qac	qa_compound
qnra	fluoroquinolone
qnrb	fluoroquinolone
qnrs	fluoroquinolone
rosa	fosmidomycin
rosb	fosmidomycin
smea	fluoroquinolone
smeb	fluoroquinolone
smec	fluoroquinolone
smed	fluoroquinolone
smee	fluoroquinolone
smef	fluoroquinolone
srmb	lincosamide
srmb	macrolide
srmb	streptogramin_b
sta	streptothricin
str	streptomycin
sul1	sulfonamide
sul2	sulfonamide
sul3	sulfonamide
tcma	tetracenomycin_c
tcr3	tetracycline
tet30	tetracycline
tet31	tetracycline
tet32	tetracycline
tet33	tetracycline
tet34	tetracycline
tet36	tetracycline
tet37	tetracycline
tet38	tetracycline
tet39	tetracycline
tet40	tetracycline
teta	tetracycline
tetb	tetracycline
tetc	tetracycline
tetd	tetracycline
tete	tetracycline
tetg	tetracycline
teth	tetracycline
tetj	tetracycline
tetk	tetracycline
tetl	tetracycline
tetm	tetracycline
teto	tetracycline
tetpa	tetracycline
tetpb	tetracycline
tetq	tetracycline
tets	tetracycline
tet	tetracycline
tett	tetracycline
tet_u1	tetracycline
tet_u2	tetracycline
tet_u3	tetracycline
tet_u4	tetracycline
tet_u5	tetracycline
tet_u6	tetracycline
tetu	tetracycline
tetv	tetracycline
tetw	tetracycline
tetx	tetracycline
tety	tetracycline
tetz	tetracycline
tlrc	lincosamide
tlrc	macrolide
tlrc	streptogramin_b
tmrb	tunicamycin
tolc	acriflavin
tolc	aminoglycoside
tolc	beta_lactam
tolc	glycylcycline
tolc	macrolide
tsnr	thiostrepton
vana	teicoplanin
vana	vancomycin
vanb	vancomycin
vanc	vancomycin
vand	teicoplanin
vand	vancomycin
vane	vancomycin
vang	vancomycin
vanha	teicoplanin
vanha	vancomycin
vanhb	vancomycin
vanhd	teicoplanin
vanhd	vancomycin
vanra	teicoplanin
vanra	vancomycin
vanrb	vancomycin
vanrc	vancomycin
vanrd	teicoplanin
vanrd	vancomycin
vanre	vancomycin
vanrg	vancomycin
vansa	teicoplanin
vansa	vancomycin
vansb	vancomycin
vansc	vancomycin
vansd	teicoplanin
vansd	vancomycin
vanse	vancomycin
vansg	vancomycin
vante	vancomycin
vantg	vancomycin
vant	vancomycin
vanug	vancomycin
vanwb	vancomycin
vanwg	vancomycin
vanxa	teicoplanin
vanxa	vancomycin
vanxb	vancomycin
vanxd	teicoplanin
vanxd	vancomycin
vanxyc	vancomycin
vanxye	vancomycin
vanxyg	vancomycin
vanya	teicoplanin
vanya	vancomycin
vanyb	vancomycin
vanyd	teicoplanin
vanyd	vancomycin
vanyg	vancomycin
vanz	teicoplanin
vata	streptogramin_a
vatb	streptogramin_a
vatc	streptogramin_a
vatd	streptogramin_a
vate	streptogramin_a
vgaa	streptogramin_a
vgab	streptogramin_a
vgba	streptogramin_b
vgbb	streptogramin_b
vph	viomycin
ykkc	na_antimicrobials
ykkd	na_antimicrobials
